,title,release_year,runtime,genre,rating,metascore,gross(M)
770,Lost in Translation,2003,102,Drama,7.7,91,44.59
771,Ex Machina,2014,108,Drama,7.7,78,25.44
771,Ex Machina,2014,108,Sci-Fi,7.7,78,25.44
771,Ex Machina,2014,108,Thriller,7.7,78,25.44
772,And Your Mother Too,2001,106,Drama,7.7,89,13.62
773,Who Framed Roger Rabbit,1988,104,Animation,7.7,83,156.45
773,Who Framed Roger Rabbit,1988,104,Adventure,7.7,83,156.45
773,Who Framed Roger Rabbit,1988,104,Comedy,7.7,83,156.45
774,Airplane!,1980,88,Comedy,7.7,78,83.4
775,Harry Potter and the Deathly Hallows: Part 1,2010,146,Adventure,7.7,65,295.98
775,Harry Potter and the Deathly Hallows: Part 1,2010,146,Family,7.7,65,295.98
775,Harry Potter and the Deathly Hallows: Part 1,2010,146,Fantasy,7.7,65,295.98
776,3:10 to Yuma,2007,122,Action,7.7,76,53.61
776,3:10 to Yuma,2007,122,Crime,7.7,76,53.61
776,3:10 to Yuma,2007,122,Drama,7.7,76,53.61
777,Brokeback Mountain,2005,134,Drama,7.7,87,83.04
777,Brokeback Mountain,2005,134,Romance,7.7,87,83.04
778,500 Days of Summer,2009,95,Comedy,7.7,76,32.39
778,500 Days of Summer,2009,95,Drama,7.7,76,32.39
778,500 Days of Summer,2009,95,Romance,7.7,76,32.39
779,Primal Fear,1996,129,Crime,7.7,47,56.12
779,Primal Fear,1996,129,Drama,7.7,47,56.12
779,Primal Fear,1996,129,Mystery,7.7,47,56.12
780,Home Alone,1990,103,Comedy,7.7,63,285.76
780,Home Alone,1990,103,Family,7.7,63,285.76
781,Birdman or (The Unexpected Virtue of Ignorance),2014,119,Comedy,7.7,87,42.34
781,Birdman or (The Unexpected Virtue of Ignorance),2014,119,Drama,7.7,87,42.34
782,A Few Good Men,1992,138,Drama,7.7,62,141.34
782,A Few Good Men,1992,138,Thriller,7.7,62,141.34
783,Man on Fire,2004,146,Action,7.7,47,77.91
783,Man on Fire,2004,146,Crime,7.7,47,77.91
783,Man on Fire,2004,146,Drama,7.7,47,77.91
784,The French Connection,1971,104,Action,7.7,94,15.63
784,The French Connection,1971,104,Crime,7.7,94,15.63
784,The French Connection,1971,104,Drama,7.7,94,15.63
785,X-Men: First Class,2011,131,Action,7.7,65,146.41
785,X-Men: First Class,2011,131,Sci-Fi,7.7,65,146.41
786,The Lego Movie,2014,100,Animation,7.7,83,257.76
786,The Lego Movie,2014,100,Action,7.7,83,257.76
786,The Lego Movie,2014,100,Adventure,7.7,83,257.76
787,The Last of the Mohicans,1992,112,Action,7.7,76,75.51
787,The Last of the Mohicans,1992,112,Adventure,7.7,76,75.51
787,The Last of the Mohicans,1992,112,Drama,7.7,76,75.51
788,Mr. Nobody,2009,141,Drama,7.7,63,0.0
788,Mr. Nobody,2009,141,Fantasy,7.7,63,0.0
788,Mr. Nobody,2009,141,Romance,7.7,63,0.0
789,Blue Velvet,1986,120,Crime,7.7,76,8.55
789,Blue Velvet,1986,120,Drama,7.7,76,8.55
789,Blue Velvet,1986,120,Mystery,7.7,76,8.55
790,The Game,1997,129,Drama,7.7,63,48.32
790,The Game,1997,129,Mystery,7.7,63,48.32
790,The Game,1997,129,Thriller,7.7,63,48.32
791,Tangled,2010,100,Animation,7.7,71,200.82
791,Tangled,2010,100,Adventure,7.7,71,200.82
791,Tangled,2010,100,Comedy,7.7,71,200.82
792,Coraline,2009,100,Animation,7.7,80,75.29
792,Coraline,2009,100,Drama,7.7,80,75.29
792,Coraline,2009,100,Family,7.7,80,75.29
793,Toy Story 4,2019,100,Animation,7.7,84,434.04
793,Toy Story 4,2019,100,Adventure,7.7,84,434.04
793,Toy Story 4,2019,100,Comedy,7.7,84,434.04
794,Argo,2012,120,Biography,7.7,86,136.03
794,Argo,2012,120,Drama,7.7,86,136.03
794,Argo,2012,120,Thriller,7.7,86,136.03
795,Evil Dead II,1987,84,Comedy,7.7,72,5.92
795,Evil Dead II,1987,84,Horror,7.7,72,5.92
796,Star Trek II: The Wrath of Khan,1982,113,Action,7.7,68,78.91
796,Star Trek II: The Wrath of Khan,1982,113,Adventure,7.7,68,78.91
796,Star Trek II: The Wrath of Khan,1982,113,Sci-Fi,7.7,68,78.91
797,Deliverance,1972,109,Adventure,7.7,80,7.06
797,Deliverance,1972,109,Drama,7.7,80,7.06
797,Deliverance,1972,109,Thriller,7.7,80,7.06
798,The Count of Monte Cristo,2002,131,Action,7.7,61,54.23
798,The Count of Monte Cristo,2002,131,Adventure,7.7,61,54.23
798,The Count of Monte Cristo,2002,131,Drama,7.7,61,54.23
799,Training Day,2001,122,Action,7.7,69,76.63
799,Training Day,2001,122,Crime,7.7,69,76.63
799,Training Day,2001,122,Drama,7.7,69,76.63
800,Philadelphia,1993,125,Drama,7.7,66,77.32
801,The Fault in Our Stars,2014,126,Drama,7.7,69,124.87
801,The Fault in Our Stars,2014,126,Romance,7.7,69,124.87
802,Badlands,1973,94,Action,7.7,93,0.0
802,Badlands,1973,94,Crime,7.7,93,0.0
802,Badlands,1973,94,Drama,7.7,93,0.0
803,"O Brother, Where Art Thou?",2000,107,Adventure,7.7,69,45.51
803,"O Brother, Where Art Thou?",2000,107,Comedy,7.7,69,45.51
803,"O Brother, Where Art Thou?",2000,107,Crime,7.7,69,45.51
804,First Blood,1982,93,Action,7.7,61,47.21
804,First Blood,1982,93,Adventure,7.7,61,47.21
804,First Blood,1982,93,Thriller,7.7,61,47.21
805,Halloween,1978,91,Horror,7.7,87,47.0
805,Halloween,1978,91,Thriller,7.7,87,47.0
806,Another Round,2020,117,Drama,7.7,79,0.0
807,What's Eating Gilbert Grape,1993,118,Drama,7.7,73,9.17
808,Road to Perdition,2002,117,Crime,7.7,72,104.45
808,Road to Perdition,2002,117,Drama,7.7,72,104.45
808,Road to Perdition,2002,117,Thriller,7.7,72,104.45
809,The Machinist,2004,101,Drama,7.7,61,1.08
809,The Machinist,2004,101,Thriller,7.7,61,1.08
810,Gravity,2013,91,Drama,7.7,96,274.09
810,Gravity,2013,91,Sci-Fi,7.7,96,274.09
810,Gravity,2013,91,Thriller,7.7,96,274.09
811,Wreck-It Ralph,2012,101,Animation,7.7,72,189.42
811,Wreck-It Ralph,2012,101,Adventure,7.7,72,189.42
811,Wreck-It Ralph,2012,101,Comedy,7.7,72,189.42
812,Midnight in Paris,2011,94,Comedy,7.7,81,56.82
812,Midnight in Paris,2011,94,Fantasy,7.7,81,56.82
812,Midnight in Paris,2011,94,Romance,7.7,81,56.82
813,Crash,2004,112,Crime,7.7,66,54.58
813,Crash,2004,112,Drama,7.7,66,54.58
813,Crash,2004,112,Thriller,7.7,66,54.58
814,Sense and Sensibility,1995,136,Drama,7.7,84,43.18
814,Sense and Sensibility,1995,136,Romance,7.7,84,43.18
815,Apollo 13,1995,140,Adventure,7.7,77,173.84
815,Apollo 13,1995,140,Drama,7.7,77,173.84
815,Apollo 13,1995,140,History,7.7,77,173.84
816,Kung Fu Hustle,2004,99,Action,7.7,78,17.11
816,Kung Fu Hustle,2004,99,Comedy,7.7,78,17.11
816,Kung Fu Hustle,2004,99,Fantasy,7.7,78,17.11
817,Detachment,2011,98,Drama,7.7,52,0.07
818,Donnie Brasco,1997,127,Biography,7.7,76,41.91
818,Donnie Brasco,1997,127,Crime,7.7,76,41.91
818,Donnie Brasco,1997,127,Drama,7.7,76,41.91
819,The Color Purple,1985,154,Drama,7.7,78,98.47
820,The African Queen,1951,105,Adventure,7.7,91,0.54
820,The African Queen,1951,105,Drama,7.7,91,0.54
820,The African Queen,1951,105,Romance,7.7,91,0.54
821,When Harry Met Sally...,1989,95,Comedy,7.7,76,92.82
821,When Harry Met Sally...,1989,95,Drama,7.7,76,92.82
821,When Harry Met Sally...,1989,95,Romance,7.7,76,92.82
822,As Good as It Gets,1997,139,Comedy,7.7,67,148.48
822,As Good as It Gets,1997,139,Drama,7.7,67,148.48
822,As Good as It Gets,1997,139,Romance,7.7,67,148.48
823,Happiness,1998,134,Comedy,7.7,81,2.81
823,Happiness,1998,134,Drama,7.7,81,2.81
824,The Trial of the Chicago 7,2020,129,Drama,7.7,76,0.0
824,The Trial of the Chicago 7,2020,129,History,7.7,76,0.0
824,The Trial of the Chicago 7,2020,129,Thriller,7.7,76,0.0
825,The Boondock Saints,1999,108,Action,7.7,44,0.03
825,The Boondock Saints,1999,108,Thriller,7.7,44,0.03
826,Star Trek Into Darkness,2013,132,Action,7.7,72,228.78
826,Star Trek Into Darkness,2013,132,Adventure,7.7,72,228.78
826,Star Trek Into Darkness,2013,132,Sci-Fi,7.7,72,228.78
827,The Boy in the Striped Pajamas,2008,94,Drama,7.7,55,9.03
827,The Boy in the Striped Pajamas,2008,94,War,7.7,55,9.03
828,Empire of the Sun,1987,153,Drama,7.7,62,22.24
828,Empire of the Sun,1987,153,War,7.7,62,22.24
829,Lucky Number Slevin,2006,110,Crime,7.7,53,22.49
829,Lucky Number Slevin,2006,110,Drama,7.7,53,22.49
829,Lucky Number Slevin,2006,110,Thriller,7.7,53,22.49
830,Dirty Harry,1971,102,Action,7.7,87,35.9
830,Dirty Harry,1971,102,Crime,7.7,87,35.9
830,Dirty Harry,1971,102,Thriller,7.7,87,35.9
831,The Dirty Dozen,1967,150,Action,7.7,73,45.3
831,The Dirty Dozen,1967,150,Adventure,7.7,73,45.3
831,The Dirty Dozen,1967,150,War,7.7,73,45.3
832,Sound of Metal,2019,120,Drama,7.7,82,0.0
832,Sound of Metal,2019,120,Music,7.7,82,0.0
833,Fried Green Tomatoes,1991,130,Drama,7.7,64,82.42
834,Naked,1993,131,Comedy,7.7,85,1.77
834,Naked,1993,131,Drama,7.7,85,1.77
835,The Longest Day,1962,178,Action,7.7,75,39.1
835,The Longest Day,1962,178,Drama,7.7,75,39.1
835,The Longest Day,1962,178,History,7.7,75,39.1
836,The Theory of Everything,2014,123,Biography,7.7,71,35.89
836,The Theory of Everything,2014,123,Drama,7.7,71,35.89
836,The Theory of Everything,2014,123,Romance,7.7,71,35.89
837,Glengarry Glen Ross,1992,100,Crime,7.7,82,10.73
837,Glengarry Glen Ross,1992,100,Drama,7.7,82,10.73
837,Glengarry Glen Ross,1992,100,Mystery,7.7,82,10.73
838,Being John Malkovich,1999,113,Comedy,7.7,90,22.86
838,Being John Malkovich,1999,113,Drama,7.7,90,22.86
838,Being John Malkovich,1999,113,Fantasy,7.7,90,22.86
839,Goldfinger,1964,110,Action,7.7,87,51.08
839,Goldfinger,1964,110,Adventure,7.7,87,51.08
839,Goldfinger,1964,110,Thriller,7.7,87,51.08
840,Adaptation.,2002,115,Comedy,7.7,83,22.25
840,Adaptation.,2002,115,Drama,7.7,83,22.25
841,Flipped,2010,90,Comedy,7.7,45,1.75
841,Flipped,2010,90,Drama,7.7,45,1.75
841,Flipped,2010,90,Romance,7.7,45,1.75
842,A Man Called Ove,2015,116,Comedy,7.7,70,3.48
842,A Man Called Ove,2015,116,Drama,7.7,70,3.48
842,A Man Called Ove,2015,116,Romance,7.7,70,3.48
843,The Bourne Supremacy,2004,108,Action,7.7,73,176.24
843,The Bourne Supremacy,2004,108,Mystery,7.7,73,176.24
843,The Bourne Supremacy,2004,108,Thriller,7.7,73,176.24
844,Serpico,1973,130,Biography,7.7,81,29.8
844,Serpico,1973,130,Crime,7.7,81,29.8
844,Serpico,1973,130,Drama,7.7,81,29.8
845,This Is England,2006,101,Crime,7.7,86,0.33
845,This Is England,2006,101,Drama,7.7,86,0.33
846,Ordinary People,1980,124,Drama,7.7,86,54.8
847,Clerks,1994,92,Comedy,7.7,70,3.15
848,Bonnie and Clyde,1967,111,Action,7.7,86,0.0
848,Bonnie and Clyde,1967,111,Biography,7.7,86,0.0
848,Bonnie and Clyde,1967,111,Crime,7.7,86,0.0
849,The Name of the Rose,1986,130,Drama,7.7,54,7.15
849,The Name of the Rose,1986,130,Mystery,7.7,54,7.15
849,The Name of the Rose,1986,130,Thriller,7.7,54,7.15
850,Billy Elliot,2000,110,Drama,7.7,74,22.0
850,Billy Elliot,2000,110,Music,7.7,74,22.0
851,The Great Beauty,2013,141,Drama,7.7,86,2.85
852,"South Park: Bigger, Longer & Uncut",1999,81,Animation,7.7,73,52.04
852,"South Park: Bigger, Longer & Uncut",1999,81,Comedy,7.7,73,52.04
852,"South Park: Bigger, Longer & Uncut",1999,81,Fantasy,7.7,73,52.04
853,Malcolm X,1992,202,Biography,7.7,73,48.17
853,Malcolm X,1992,202,Drama,7.7,73,48.17
853,Malcolm X,1992,202,History,7.7,73,48.17
854,The Verdict,1982,129,Drama,7.7,77,54.0
855,Roma,2018,135,Drama,7.7,96,0.0
856,Miller's Crossing,1990,115,Crime,7.7,66,5.08
856,Miller's Crossing,1990,115,Drama,7.7,66,5.08
856,Miller's Crossing,1990,115,Thriller,7.7,66,5.08
857,Ray,2004,152,Biography,7.7,73,75.33
857,Ray,2004,152,Drama,7.7,73,75.33
857,Ray,2004,152,Music,7.7,73,75.33
858,The Wind Rises,2013,126,Animation,7.7,83,5.21
858,The Wind Rises,2013,126,Biography,7.7,83,5.21
858,The Wind Rises,2013,126,Drama,7.7,83,5.21
859,The Last Emperor,1987,163,Biography,7.7,76,43.98
859,The Last Emperor,1987,163,Drama,7.7,76,43.98
859,The Last Emperor,1987,163,History,7.7,76,43.98
860,Paprika,2006,90,Animation,7.7,81,0.88
860,Paprika,2006,90,Drama,7.7,81,0.88
860,Paprika,2006,90,Fantasy,7.7,81,0.88
861,Kubo and the Two Strings,2016,101,Animation,7.7,84,48.02
861,Kubo and the Two Strings,2016,101,Action,7.7,84,48.02
861,Kubo and the Two Strings,2016,101,Adventure,7.7,84,48.02
862,Belle de Jour,1967,100,Drama,7.7,0,0.03
862,Belle de Jour,1967,100,Romance,7.7,0,0.03
863,The Quiet Man,1952,129,Comedy,7.7,85,10.55
863,The Quiet Man,1952,129,Drama,7.7,85,10.55
863,The Quiet Man,1952,129,Romance,7.7,85,10.55
864,Fantasia,1940,124,Animation,7.7,96,76.41
864,Fantasia,1940,124,Family,7.7,96,76.41
864,Fantasia,1940,124,Fantasy,7.7,96,76.41
865,Fantastic Planet,1973,72,Animation,7.7,73,0.19
865,Fantastic Planet,1973,72,Sci-Fi,7.7,73,0.19
866,Run Lola Run,1998,80,Action,7.7,77,7.27
866,Run Lola Run,1998,80,Crime,7.7,77,7.27
866,Run Lola Run,1998,80,Thriller,7.7,77,7.27
867,The Man from Nowhere,2010,119,Action,7.7,0,0.01
867,The Man from Nowhere,2010,119,Crime,7.7,0,0.01
867,The Man from Nowhere,2010,119,Drama,7.7,0,0.01
868,Black Book,2006,145,Drama,7.7,71,4.4
868,Black Book,2006,145,Thriller,7.7,71,4.4
868,Black Book,2006,145,War,7.7,71,4.4
869,Me and Earl and the Dying Girl,2015,105,Comedy,7.7,74,6.74
869,Me and Earl and the Dying Girl,2015,105,Drama,7.7,74,6.74
869,Me and Earl and the Dying Girl,2015,105,Romance,7.7,74,6.74
870,Open Your Eyes,1997,119,Drama,7.7,0,0.37
870,Open Your Eyes,1997,119,Mystery,7.7,0,0.37
870,Open Your Eyes,1997,119,Sci-Fi,7.7,0,0.37
871,The Vanishing,1988,107,Mystery,7.7,0,0.0
871,The Vanishing,1988,107,Thriller,7.7,0,0.0
872,Porco Rosso,1992,94,Animation,7.7,83,0.0
872,Porco Rosso,1992,94,Adventure,7.7,83,0.0
872,Porco Rosso,1992,94,Comedy,7.7,83,0.0
873,Zulu,1964,138,Drama,7.7,77,0.0
873,Zulu,1964,138,History,7.7,77,0.0
873,Zulu,1964,138,War,7.7,77,0.0
874,Finding Neverland,2004,106,Biography,7.7,67,51.68
874,Finding Neverland,2004,106,Drama,7.7,67,51.68
874,Finding Neverland,2004,106,Family,7.7,67,51.68
875,Down by Law,1986,107,Comedy,7.7,75,1.44
875,Down by Law,1986,107,Crime,7.7,75,1.44
875,Down by Law,1986,107,Drama,7.7,75,1.44
876,Beasts of No Nation,2015,137,Drama,7.7,79,0.08
876,Beasts of No Nation,2015,137,War,7.7,79,0.08
877,Breathless,1960,90,Crime,7.7,0,0.34
877,Breathless,1960,90,Drama,7.7,0,0.34
878,Hamlet,1996,242,Drama,7.7,0,4.41
879,Short Cuts,1993,188,Comedy,7.7,81,6.11
879,Short Cuts,1993,188,Drama,7.7,81,6.11
880,Nebraska,2013,115,Drama,7.7,86,17.65
881,When Marnie Was There,2014,103,Animation,7.7,72,0.77
881,When Marnie Was There,2014,103,Drama,7.7,72,0.77
881,When Marnie Was There,2014,103,Family,7.7,72,0.77
882,Happy Together,1997,96,Drama,7.7,70,0.19
882,Happy Together,1997,96,Romance,7.7,70,0.19
883,Waking Life,2001,99,Animation,7.7,84,2.89
883,Waking Life,2001,99,Drama,7.7,84,2.89
883,Waking Life,2001,99,Fantasy,7.7,84,2.89
884,A Man for All Seasons,1966,120,Biography,7.7,72,28.35
884,A Man for All Seasons,1966,120,Drama,7.7,72,28.35
884,A Man for All Seasons,1966,120,History,7.7,72,28.35
885,The Little Prince,2015,108,Animation,7.7,70,1.34
885,The Little Prince,2015,108,Adventure,7.7,70,1.34
885,The Little Prince,2015,108,Drama,7.7,70,1.34
886,Black Narcissus,1947,101,Drama,7.7,86,0.0
887,Hard Boiled,1992,128,Action,7.7,0,0.0
887,Hard Boiled,1992,128,Crime,7.7,0,0.0
887,Hard Boiled,1992,128,Thriller,7.7,0,0.0
888,Night on Earth,1991,129,Comedy,7.7,68,2.02
888,Night on Earth,1991,129,Drama,7.7,68,2.02
889,Hedwig and the Angry Inch,2001,95,Comedy,7.7,85,3.03
889,Hedwig and the Angry Inch,2001,95,Drama,7.7,85,3.03
889,Hedwig and the Angry Inch,2001,95,Music,7.7,85,3.03
890,Invasion of the Body Snatchers,1956,80,Drama,7.7,92,0.0
890,Invasion of the Body Snatchers,1956,80,Horror,7.7,92,0.0
890,Invasion of the Body Snatchers,1956,80,Sci-Fi,7.7,92,0.0
891,Joint Security Area,2000,110,Action,7.7,58,0.0
891,Joint Security Area,2000,110,Drama,7.7,58,0.0
891,Joint Security Area,2000,110,Thriller,7.7,58,0.0
892,Perfect Strangers,2016,96,Comedy,7.7,0,0.0
892,Perfect Strangers,2016,96,Drama,7.7,0,0.0
893,Good Bye Lenin!,2003,121,Comedy,7.7,68,4.06
893,Good Bye Lenin!,2003,121,Drama,7.7,68,4.06
893,Good Bye Lenin!,2003,121,Romance,7.7,68,4.06
894,Cape Fear,1962,106,Drama,7.7,76,0.0
894,Cape Fear,1962,106,Thriller,7.7,76,0.0
895,The Double Life of Véronique,1991,98,Drama,7.7,86,2.0
895,The Double Life of Véronique,1991,98,Fantasy,7.7,86,2.0
895,The Double Life of Véronique,1991,98,Music,7.7,86,2.0
896,The Broken Circle Breakdown,2012,111,Drama,7.7,70,0.18
896,The Broken Circle Breakdown,2012,111,Music,7.7,70,0.18
896,The Broken Circle Breakdown,2012,111,Romance,7.7,70,0.18
897,The Motorcycle Diaries,2004,126,Adventure,7.7,75,16.78
897,The Motorcycle Diaries,2004,126,Biography,7.7,75,16.78
897,The Motorcycle Diaries,2004,126,Drama,7.7,75,16.78
898,Scarface,1932,93,Action,7.7,90,0.0
898,Scarface,1932,93,Crime,7.7,90,0.0
898,Scarface,1932,93,Drama,7.7,90,0.0
899,The Lady Vanishes,1938,96,Mystery,7.7,98,0.0
899,The Lady Vanishes,1938,96,Thriller,7.7,98,0.0
900,Wait Until Dark,1967,108,Thriller,7.7,81,17.55
901,Taste of Cherry,1997,95,Drama,7.7,80,0.31
902,The Salesman,2016,124,Drama,7.7,85,2.4
902,The Salesman,2016,124,Thriller,7.7,85,2.4
903,Frost/Nixon,2008,122,Biography,7.7,80,18.59
903,Frost/Nixon,2008,122,Drama,7.7,80,18.59
903,Frost/Nixon,2008,122,History,7.7,80,18.59
904,The Triplets of Belleville,2003,80,Animation,7.7,91,7.0
904,The Triplets of Belleville,2003,80,Adventure,7.7,91,7.0
904,The Triplets of Belleville,2003,80,Comedy,7.7,91,7.0
905,Key Largo,1948,100,Action,7.7,0,0.0
905,Key Largo,1948,100,Crime,7.7,0,0.0
905,Key Largo,1948,100,Drama,7.7,0,0.0
906,Confessions,2010,106,Drama,7.7,0,0.0
906,Confessions,2010,106,Thriller,7.7,0,0.0
907,The Caine Mutiny,1954,124,Drama,7.7,63,21.75
907,The Caine Mutiny,1954,124,War,7.7,63,21.75
908,Dreams,1990,119,Drama,7.7,0,1.96
908,Dreams,1990,119,Fantasy,7.7,0,1.96
909,Evil,2003,113,Drama,7.7,61,0.02
910,Adam's Apples,2005,94,Comedy,7.7,51,0.0
910,Adam's Apples,2005,94,Crime,7.7,51,0.0
910,Adam's Apples,2005,94,Drama,7.7,51,0.0
911,The Girl Who Leapt Through Time,2006,98,Animation,7.7,66,0.0
911,The Girl Who Leapt Through Time,2006,98,Adventure,7.7,66,0.0
911,The Girl Who Leapt Through Time,2006,98,Comedy,7.7,66,0.0
912,The Experiment,2001,120,Drama,7.7,60,0.14
912,The Experiment,2001,120,Thriller,7.7,60,0.14
913,Love and Death,1975,85,Comedy,7.7,89,0.0
913,Love and Death,1975,85,War,7.7,89,0.0
914,In America,2002,105,Drama,7.7,76,15.54
915,Fireworks,1997,103,Crime,7.7,83,0.23
915,Fireworks,1997,103,Drama,7.7,83,0.23
915,Fireworks,1997,103,Romance,7.7,83,0.23
916,After the Wedding,2006,120,Drama,7.7,78,0.41
917,The Magdalene Sisters,2002,114,Drama,7.7,83,4.89
918,The Breadwinner,2017,94,Animation,7.7,78,0.31
918,The Breadwinner,2017,94,Drama,7.7,78,0.31
918,The Breadwinner,2017,94,Family,7.7,78,0.31
919,Jules and Jim,1962,105,Drama,7.7,97,0.0
919,Jules and Jim,1962,105,Romance,7.7,97,0.0
920,The Past,2013,130,Drama,7.7,85,1.33
920,The Past,2013,130,Mystery,7.7,85,1.33
921,The Purple Rose of Cairo,1985,82,Comedy,7.7,75,10.63
921,The Purple Rose of Cairo,1985,82,Fantasy,7.7,75,10.63
921,The Purple Rose of Cairo,1985,82,Romance,7.7,75,10.63
922,The Muppet Christmas Carol,1992,85,Comedy,7.7,64,27.28
922,The Muppet Christmas Carol,1992,85,Drama,7.7,64,27.28
922,The Muppet Christmas Carol,1992,85,Family,7.7,64,27.28
923,Zelig,1983,79,Comedy,7.7,0,11.8
924,The Edge of Heaven,2007,122,Drama,7.7,85,0.74
925,Avatar: The Way of Water,2022,192,Action,7.6,67,659.68
925,Avatar: The Way of Water,2022,192,Adventure,7.6,67,659.68
925,Avatar: The Way of Water,2022,192,Fantasy,7.6,67,659.68
926,Harry Potter and the Sorcerer's Stone,2001,152,Adventure,7.6,65,317.58
926,Harry Potter and the Sorcerer's Stone,2001,152,Family,7.6,65,317.58
926,Harry Potter and the Sorcerer's Stone,2001,152,Fantasy,7.6,65,317.58
927,Once Upon a Time in Hollywood,2019,161,Comedy,7.6,83,142.5
927,Once Upon a Time in Hollywood,2019,161,Drama,7.6,83,142.5
928,American Psycho,2000,102,Crime,7.6,64,15.07
928,American Psycho,2000,102,Drama,7.6,64,15.07
928,American Psycho,2000,102,Horror,7.6,64,15.07
929,Guardians of the Galaxy Vol. 2,2017,136,Action,7.6,67,389.81
929,Guardians of the Galaxy Vol. 2,2017,136,Adventure,7.6,67,389.81
929,Guardians of the Galaxy Vol. 2,2017,136,Comedy,7.6,67,389.81
930,The Fifth Element,1997,126,Action,7.6,52,63.54
930,The Fifth Element,1997,126,Adventure,7.6,52,63.54
930,The Fifth Element,1997,126,Sci-Fi,7.6,52,63.54
931,Kick-Ass,2010,117,Action,7.6,66,48.07
931,Kick-Ass,2010,117,Comedy,7.6,66,48.07
931,Kick-Ass,2010,117,Crime,7.6,66,48.07
932,The Royal Tenenbaums,2001,110,Comedy,7.6,76,52.36
932,The Royal Tenenbaums,2001,110,Drama,7.6,76,52.36
933,Superbad,2007,113,Comedy,7.6,76,121.46
934,Moana,2016,107,Animation,7.6,81,248.76
934,Moana,2016,107,Adventure,7.6,81,248.76
934,Moana,2016,107,Comedy,7.6,81,248.76
935,Deadpool 2,2018,119,Action,7.6,66,324.59
935,Deadpool 2,2018,119,Adventure,7.6,66,324.59
935,Deadpool 2,2018,119,Comedy,7.6,66,324.59
936,Sicario,2015,121,Action,7.6,82,46.89
936,Sicario,2015,121,Crime,7.6,82,46.89
936,Sicario,2015,121,Drama,7.6,82,46.89
937,300,2006,117,Action,7.6,52,210.61
937,300,2006,117,Drama,7.6,52,210.61
938,Rushmore,1998,93,Comedy,7.6,86,17.11
938,Rushmore,1998,93,Drama,7.6,86,17.11
938,Rushmore,1998,93,Romance,7.6,86,17.11
939,Office Space,1999,89,Comedy,7.6,68,10.82
940,Watchmen,2009,162,Action,7.6,56,107.51
940,Watchmen,2009,162,Drama,7.6,56,107.51
940,Watchmen,2009,162,Mystery,7.6,56,107.51
941,RoboCop,1987,102,Action,7.6,70,53.42
941,RoboCop,1987,102,Crime,7.6,70,53.42
941,RoboCop,1987,102,Sci-Fi,7.6,70,53.42
942,My Cousin Vinny,1992,120,Comedy,7.6,68,52.93
942,My Cousin Vinny,1992,120,Crime,7.6,68,52.93
943,Moneyball,2011,133,Biography,7.6,87,75.61
943,Moneyball,2011,133,Drama,7.6,87,75.61
943,Moneyball,2011,133,Sport,7.6,87,75.61
944,The Blind Side,2009,129,Biography,7.6,53,255.96
944,The Blind Side,2009,129,Drama,7.6,53,255.96
944,The Blind Side,2009,129,Sport,7.6,53,255.96
945,Stardust,2007,127,Adventure,7.6,66,38.63
945,Stardust,2007,127,Family,7.6,66,38.63
945,Stardust,2007,127,Fantasy,7.6,66,38.63
946,A Star Is Born,2018,136,Drama,7.6,88,215.29
946,A Star Is Born,2018,136,Music,7.6,88,215.29
946,A Star Is Born,2018,136,Romance,7.6,88,215.29
947,Saw,2004,103,Horror,7.6,46,56.0
947,Saw,2004,103,Mystery,7.6,46,56.0
947,Saw,2004,103,Thriller,7.6,46,56.0
948,The Others,2001,104,Horror,7.6,74,96.52
948,The Others,2001,104,Mystery,7.6,74,96.52
948,The Others,2001,104,Thriller,7.6,74,96.52
949,Inside Man,2006,129,Crime,7.6,76,88.51
949,Inside Man,2006,129,Drama,7.6,76,88.51
949,Inside Man,2006,129,Mystery,7.6,76,88.51
950,Hell or High Water,2016,102,Crime,7.6,88,26.86
950,Hell or High Water,2016,102,Drama,7.6,88,26.86
950,Hell or High Water,2016,102,Thriller,7.6,88,26.86
951,Kung Fu Panda,2008,92,Animation,7.6,74,215.43
951,Kung Fu Panda,2008,92,Action,7.6,74,215.43
951,Kung Fu Panda,2008,92,Adventure,7.6,74,215.43
952,Star Wars: Episode III - Revenge of the Sith,2005,140,Action,7.6,68,380.26
952,Star Wars: Episode III - Revenge of the Sith,2005,140,Adventure,7.6,68,380.26
952,Star Wars: Episode III - Revenge of the Sith,2005,140,Fantasy,7.6,68,380.26
953,True Grit,2010,110,Drama,7.6,80,171.24
953,True Grit,2010,110,Western,7.6,80,171.24
954,The Butterfly Effect,2004,113,Drama,7.6,30,57.94
954,The Butterfly Effect,2004,113,Sci-Fi,7.6,30,57.94
954,The Butterfly Effect,2004,113,Thriller,7.6,30,57.94
955,What We Do in the Shadows,2014,86,Comedy,7.6,76,3.33
955,What We Do in the Shadows,2014,86,Horror,7.6,76,3.33
956,Minority Report,2002,145,Action,7.6,80,132.07
956,Minority Report,2002,145,Crime,7.6,80,132.07
956,Minority Report,2002,145,Mystery,7.6,80,132.07
957,Mulan,1998,87,Animation,7.6,71,120.62
957,Mulan,1998,87,Adventure,7.6,71,120.62
957,Mulan,1998,87,Comedy,7.6,71,120.62
958,The Birds,1963,119,Drama,7.6,90,11.4
958,The Birds,1963,119,Horror,7.6,90,11.4
